icao,name,city,state,country,lat,lon,timezone_id,mississippi_direction
KMWK,Mount Airy/Surry County,Mount Airy,NC,US,36.4613617,-80.5532103,America/New_York,EAST
KMWL,Mineral Wells Rgnl,Mineral Wells,TX,US,32.7816056,-98.060175,America/Chicago,WEST
KMWM,Windom Muni,Windom,MN,US,43.913403,-95.109408,America/Chicago,WEST
KMWO,Middletown Rgnl/Hook Fld,Middletown,OH,US,39.53175,-84.3964444,America/New_York,EAST
KMXA,Manila Muni,Manila,AR,US,35.8944472,-90.1545706,America/Chicago,WEST
KMXO,Monticello Rgnl,Monticello,IA,US,42.2203619,-91.1632983,America/Chicago,WEST
KMYF,Montgomery-Gibbs Exec,San Diego,CA,US,32.8157222,-117.1395556,America/Los_Angeles,WEST
KMYJ,Mexico Meml,Mexico,MO,US,39.1575114,-91.8182642,America/Chicago,WEST
KMYL,Mc Call Muni,Mc Call,ID,US,44.8887442,-116.1017519,America/Boise,WEST
KMYR,Myrtle Beach Intl,Myrtle Beach,SC,US,33.6797411,-78.9283214,America/New_York,EAST
KMYV,Yuba County,Marysville,CA,US,39.0977778,-121.5698333,America/Los_Angeles,WEST
KMYZ,Marysville Muni,Marysville,KS,US,39.8564292,-96.6307125,America/Chicago,WEST
KMZH,Moose Lake Carlton County,Moose Lake,MN,US,46.4186111,-92.8047778,America/Chicago,EAST
KMZJ,Pinal Airpark,Marana,AZ,US,32.5098333,-111.3253333,America/Phoenix,WEST
KMZZ,Marion Muni - Mckinney Fld,Marion,IN,US,40.4899167,-85.6797778,America/Indiana/Indianapolis,EAST
KN23,Sidney Muni,Sidney,New York,US,42.303333,-75.416667,America/New_York,EAST
KN66,Albert S Nader Rgnl,Oneonta,New York,US,42.525,-75.065,America/New_York,EAST
KNEW,Lakefront,New Orleans,LA,US,30.0424167,-90.02825,America/Chicago,EAST
KNQA,Millington/Memphis,Millington,TN,US,35.3566392,-89.8704303,America/Chicago,EAST
KNRN,Norton Muni,Norton,KS,US,39.8504722,-99.8946944,America/Chicago,WEST
KNVD,Nevada Muni,Nevada,MO,US,37.8524767,-94.3046078,America/Chicago,WEST
KNYL,Yuma Intl,Yuma,AZ,US,32.6565739,-114.6059872,America/Phoenix,WEST
KOAJ,Albert J Ellis,Jacksonville,NC,US,34.8291667,-77.6121389,America/New_York,EAST
KOAK,San Francisco Bay Oakland Intl,Oakland,CA,US,37.7212614,-122.2211506,America/Los_Angeles,WEST
KOAR,Marina Muni,Marina,CA,US,36.6815278,-121.7616667,America/Los_Angeles,WEST
KOBE,Okeechobee County,Okeechobee,FL,US,27.2665736,-80.8503911,America/New_York,EAST
KOBI,Woodbine Muni,Woodbine,NJ,US,39.219139,-74.79475,America/New_York,EAST
KOCF,Ocala Intl,Ocala,FL,US,29.1718768,-82.2241146,America/New_York,EAST
KOCH,A.L. Mangham Jr. Regional Airport,Nacogdoches,TX,US,31.5777639,-94.7101111,America/Chicago,WEST
KOCQ,Oconto/J Douglas Bake Muni,Oconto,WI,US,44.8740556,-87.9097705,America/Chicago,EAST
KOCW,Washington-Warren,Washington,NC,US,35.5704722,-77.0498056,America/New_York,EAST
KODO,Odessa-Schlemeyer Fld,Odessa,TX,US,31.9214152,-102.3871329,America/Chicago,WEST
KODX,Evelyn Sharp Fld,Ord,NE,US,41.6236944,-98.9518611,America/Chicago,WEST
KOEB,Branch County Meml,Coldwater,MI,US,41.9334889,-85.0523083,America/Detroit,EAST
KOEL,Oakley Muni,Oakley,KS,US,39.11175,-100.81675,America/Chicago,WEST
KOEO,L O Simenstad Muni,Osceola,WI,US,45.3093431,-92.6901228,America/Chicago,EAST
KOFK,Norfolk Rgnl/Karl Stefan Meml Fld,Norfolk,NE,US,41.9854603,-97.4351139,America/Chicago,WEST
KOFP,Hanover County Muni,Richmond/Ashland,VA,US,37.7089381,-77.4366378,America/New_York,EAST
KOGA,Searle Fld,Ogallala,NE,US,41.1194722,-101.7696944,America/Denver,WEST
KOGB,Orangeburg Muni,Orangeburg,SC,US,33.4569178,-80.8594067,America/New_York,EAST
KOGD,Ogden-Hinckley,Ogden,UT,US,41.1950704,-112.0121947,America/Denver,WEST
KOGM,Ontonagon County,Ontonagon,MI,US,46.8454703,-89.3670917,America/Detroit,EAST
KOGS,Ogdensburg Intl,Ogdensburg,NY,US,44.68225,-75.46325,America/New_York,EAST
KOIC,Lt Warren Eaton,Norwich,NY,US,42.5665556,-75.5241111,America/New_York,EAST
KOIN,Oberlin Muni,Oberlin,KS,US,39.8343844,-100.5398342,America/Chicago,WEST
KOJA,Weatherford Stafford,Weatherford,OK,US,35.5458056,-98.6685,America/Chicago,WEST
KOJC,Johnson County Exec,Olathe,KS,US,38.8475978,-94.7375839,America/Chicago,WEST
KOKB,Bob Maxwell Meml Airfield,Oceanside,CA,US,33.2179764,-117.3515075,America/Los_Angeles,WEST
KOKC,Will Rogers World,Oklahoma City,OK,US,35.393074,-97.6007617,America/Chicago,WEST
KOKH,Oak Harbor Airpark,Oak Harbor,WA,US,48.2517,-122.68,America/Los_Angeles,WEST
KOKK,Kokomo Muni,Kokomo,IN,US,40.5276667,-86.05975,America/Indiana/Indianapolis,EAST
KOKM,Okmulgee Rgnl/Paul and Betty Abbott Fld,Okmulgee,OK,US,35.6681111,-95.9485278,America/Chicago,WEST
KOKS,Garden County/King Rhiley Fld,Oshkosh,NE,US,41.4019111,-102.3563516,America/Denver,WEST
KOKV,Winchester Rgnl,Winchester,VA,US,39.1435278,-78.1444444,America/New_York,EAST
KOKZ,Kaolin Fld,Sandersville,GA,US,32.9663747,-82.8374886,America/New_York,EAST
KOLD,Dewitt Fld/Old Town Muni,Old Town,ME,US,44.952335,-68.6744956,America/New_York,EAST
KOLE,Cattaraugus County-Olean,Olean,NY,US,42.2411944,-78.3713611,America/New_York,EAST
KOLF,L M Clayton,Wolf Point,MT,US,48.0945,-105.5750556,America/Denver,WEST
KOLG,Solon Springs Muni,Solon Springs,WI,US,46.3147508,-91.8163758,America/Chicago,EAST
KOLM,Olympia Rgnl,Olympia,WA,US,46.9694044,-122.9025447,America/Los_Angeles,WEST
KOLS,Nogales Intl,Nogales,AZ,US,31.4177222,-110.8478889,America/Phoenix,WEST
KOLU,Columbus Muni,Columbus,NE,US,41.4487222,-97.3409444,America/Chicago,WEST
KOLV,Olive Branch/Taylor Fld,Olive Branch,MS,US,34.97875,-89.7868611,America/Chicago,EAST
KOLY,Olney-Noble,Olney-Noble,IL,US,38.7218272,-88.1764328,America/Chicago,EAST
KOLZ,Oelwein Muni,Oelwein,IA,US,42.6809245,-91.9743954,America/Chicago,WEST
KOMA,Eppley Airfield,Omaha,NE,US,41.3031667,-95.8940556,America/Chicago,WEST
KOMH,Orange County,Orange,VA,US,38.2472028,-78.0456211,America/New_York,EAST
KOMK,Omak,Omak,WA,US,48.4644122,-119.5180514,America/Los_Angeles,WEST
KOMN,Ormond Beach Muni,Ormond Beach,FL,US,29.3011389,-81.1138056,America/New_York,EAST
KONA,Winona Municipal,Winona,MN,US,44.0796099,-91.7116299,America/Chicago,EAST
KONL,The Oneill Municipal Airport,Oneill,NB,US,42.4655,-98.6866,America/Chicago,WEST
KONM,Socorro Muni,Socorro,NM,US,34.0224722,-106.9031389,America/Denver,WEST
KONO,Ontario Muni,Ontario,OR,US,44.0193611,-117.0130278,America/Boise,WEST
KONP,Newport Muni,Newport,OR,US,44.5803611,-124.0579167,America/Los_Angeles,WEST
KONT,Ontario Intl,Ontario,CA,US,34.0560142,-117.6011875,America/Los_Angeles,WEST
KONX,Currituck County Rgnl,Currituck,NC,US,36.3999411,-76.0154253,America/New_York,EAST
KONY,Olney Muni,Olney,TX,US,33.3508889,-98.8191667,America/Chicago,WEST
KONZ,Grosse Ile Muni,Detroit/Grosse Ile,MI,US,42.0990786,-83.1614686,America/Detroit,EAST
KOOA,Oskaloosa Muni,Oskaloosa,IA,US,41.2261111,-92.4938333,America/Chicago,WEST
KOPF,Opa-locka Executive,Miami,FL,US,25.9074167,-80.2782222,America/New_York,EAST
KOPL,Parish-Ahart Fld,Opelousas,LA,US,30.5583997,-92.0993761,America/Chicago,WEST
KOPN,Thomaston-Upson County,Thomaston,GA,US,32.9550026,-84.2640862,America/New_York,EAST
KOQN,Brandywine Rgnl,West Chester,PA,US,39.9901172,-75.5819019,America/New_York,EAST
KOQU,Quonset State,North Kingstown,RI,US,41.5971389,-71.4121389,America/New_York,EAST
KOQW,Maquoketa Muni,Maquoketa,IA,US,42.0500833,-90.7388056,America/Chicago,WEST
KORB,Orr Rgnl,Orr,MN,US,48.0159167,-92.8560556,America/Chicago,EAST
KORD,"Chicago O''Hare Intl",Chicago,IL,US,41.9769403,-87.9081497,America/Chicago,EAST
KORE,Orange Muni,Orange,MA,US,42.5699975,-72.2884978,America/New_York,EAST
KORF,Norfolk Intl,Norfolk,VA,US,36.8946042,-76.2012292,America/New_York,EAST
KORG,Orange County,Orange,TX,US,30.0684516,-93.8040202,America/Chicago,WEST
KORH,Worcester Rgnl,Worcester,MA,US,42.2671389,-71.8756111,America/New_York,EAST
KORK,North Little Rock Muni,North Little Rock,AR,US,34.8331389,-92.2541389,America/Chicago,WEST
KORL,Orlando Executive,Orlando,FL,US,28.5454617,-81.33293,America/New_York,EAST
KORS,Orcas Island,Eastsound,WA,US,48.7083372,-122.9105953,America/Los_Angeles,WEST
KOSA,Mount Pleasant Rgnl,Mount Pleasant,TX,US,33.0968889,-94.96175,America/Chicago,WEST
KOSC,Oscoda/Wurtsmith,Oscoda,MI,US,44.4515278,-83.3941667,America/Detroit,EAST
KOSH,Wittman Rgnl,Oshkosh,WI,US,43.9843708,-88.5570425,America/Chicago,EAST
KOSU,Ohio State University,Columbus,OH,US,40.0795156,-83.0732128,America/New_York,EAST
KOSX,Kosciusko-Attala County,Kosciusko,MS,US,33.09025,-89.5420278,America/Chicago,EAST
KOTG,Worthington Muni,Worthington,MN,US,43.6550556,-95.5791944,America/Chicago,WEST
KOTH,Southwest Oregon Rgnl,North Bend,OR,US,43.4169444,-124.2470278,America/Los_Angeles,WEST
KOTM,Ottumwa Rgnl,Ottumwa,IA,US,41.1072222,-92.4471667,America/Chicago,WEST
KOUN,Univ of OK,Norman,OK,US,35.2455556,-97.4721389,America/Chicago,WEST
KOVE,Oroville Muni,Oroville,CA,US,39.4878056,-121.622,America/Los_Angeles,WEST
KOVL,Olivia Rgnl,Olivia,MN,US,44.7785719,-95.0327783,America/Chicago,WEST
KOVO,North Vernon,North Vernon,IN,US,39.0453333,-85.6056111,America/Indiana/Indianapolis,EAST
KOVS,Boscobel,Boscobel,WI,US,43.1608067,-90.6739781,America/Chicago,EAST
KOWA,Owatonna Degner Rgnl,Owatonna,MN,US,44.1229518,-93.2588264,America/Chicago,WEST
KOWB,Owensboro/Daviess County Rgnl,Owensboro,KY,US,37.7388342,-87.1668286,America/Chicago,EAST
KOWD,Norwood Meml,Norwood,MA,US,42.1905278,-71.1729444,America/New_York,EAST
KOWI,Ottawa Muni,Ottawa,KS,US,38.5391742,-95.2531846,America/Chicago,WEST
KOWK,Central Maine,Norridgewock,ME,US,44.7155,-69.8664722,America/New_York,EAST
KOWP,William R Pogue Muni,Sand Springs,OK,US,36.1752778,-96.1518333,America/Chicago,WEST
KOWX,Putnam County,Ottawa,OH,US,41.035595,-83.9818936,America/New_York,EAST
KOXB,Ocean City Muni,Ocean City,MD,US,38.3104792,-75.1240253,America/New_York,EAST
KOXC,Waterbury-Oxford,Oxford,CT,US,41.4782806,-73.1351825,America/New_York,EAST
KOXD,Miami University,Oxford,OH,US,39.5022597,-84.7843814,America/New_York,EAST
KOXI,Starke County,Knox,IN,US,41.3297008,-86.6646094,America/Indiana/Knox,EAST
KOXR,Oxnard,Oxnard,CA,US,34.2008069,-119.2072264,America/Los_Angeles,WEST
KOXV,Knoxville Muni,Knoxville,IA,US,41.2990969,-93.1137428,America/Chicago,WEST
KOYM,St Marys Muni,St Marys,PA,US,41.4124778,-78.5026314,America/New_York,EAST
KOZA,Ozona Muni,Ozona,TX,US,30.7351944,-101.2021944,America/Chicago,WEST
KOZS,Camdenton Meml-Lake Rgnl,Camdenton,MO,US,37.9727225,-92.6904586,America/Chicago,WEST
KOZW,Livingston County,Howell,MI,US,42.6294278,-83.9821931,America/Detroit,EAST
KPAE,Snohomish County,Everett,WA,US,47.9073181,-122.2820939,America/Los_Angeles,WEST
KPAH,Barkley Rgnl,Paducah,KY,US,37.0602883,-88.7729592,America/Chicago,EAST
KPAN,Payson,Payson,AZ,US,34.2568364,-111.3392558,America/Phoenix,WEST
KPAO,Palo Alto,Palo Alto,CA,US,37.4611111,-122.1150556,America/Los_Angeles,WEST
KPBF,Pinebluff Rgnl/Grider Fld,Pine Bluff,AR,US,34.1745131,-91.9356042,America/Chicago,WEST
KPBG,Plattsburgh Intl,Plattsburgh,NY,US,44.6509444,-73.4681389,America/New_York,EAST
KPBH,Price County,Phillips,WI,US,45.7088333,-90.4025,America/Chicago,EAST
KPBI,Palm Beach Intl,West Palm Beach,FL,US,26.6831617,-80.0955919,America/New_York,EAST
KPBX,Pike County/Hatcher Fld,Pikeville,KY,US,37.5618114,-82.566432,America/New_York,EAST
KPCM,Plant City,Plant City,FL,US,28.0001667,-82.1633056,America/New_York,EAST
KPCW,Erie-Ottawa Intl,Port Clinton,OH,US,41.5162706,-82.8694867,America/New_York,EAST
KPCZ,Waupaca Muni,Waupaca,WI,US,44.33325,-89.019778,America/Chicago,EAST
KPDC,Prairie Du Chien Muni,Prairie Du Chien,WI,US,43.0192853,-91.1237328,America/Chicago,WEST
KPDK,Dekalb-Peachtree,Atlanta,GA,US,33.8760019,-84.3020306,America/New_York,EAST
KPDT,Eastern Oregon Rgnl,Pendleton,OR,US,45.6950953,-118.8433686,America/Los_Angeles,WEST
KPDX,Portland Intl,Portland,OR,US,45.5887089,-122.5968694,America/Los_Angeles,WEST
KPEA,Pella Muni,Pella,IA,US,41.4012222,-92.9458611,America/Chicago,WEST
KPEO,Penn Yan/Yates City,Penn Yan,NY,US,42.6370833,-77.0528611,America/New_York,EAST
KPEQ,Pecos Muni,Pecos,TX,US,31.3823889,-103.5107222,America/Chicago,WEST
KPEX,Paynesville Muni,Paynesville,MN,US,45.3720635,-94.7447263,America/Chicago,WEST
KPEZ,Pleasanton Muni,Pleasanton,TX,US,28.9541944,-98.5199722,America/Chicago,WEST
KPFC,Pacific City State,Cloverdale,OR,US,45.199825,-123.962339,America/Los_Angeles,WEST
KPGA,Page Muni,Page,AZ,US,36.9260694,-111.4483506,America/Phoenix,WEST
KPGD,Punta Gorda,Punta Gorda,FL,US,26.9185925,-81.9908861,America/New_York,EAST
KPGR,Kirk Fld,Paragould,AR,US,36.0638056,-90.5091944,America/Chicago,WEST
KPGV,Pitt-Greenville,Greenville,NC,US,35.6356944,-77.3840833,America/New_York,EAST
KPHD,Harry Clever Fld,New Philadelphia,OH,US,40.4701667,-81.4199444,America/New_York,EAST
KPHF,Newport News/ Williamsburg Intl,Newport News,VA,US,37.1318889,-76.4929722,America/New_York,EAST
KPHG,Phillipsburg Muni,Phillipsburg,KS,US,39.7358056,-99.3171111,America/Chicago,WEST
KPHH,Robert F Swinnie,Andrews,SC,US,33.4516997,-79.5261767,America/New_York,EAST
KPHK,Palm Beach County Glades,Pahokee,FL,US,26.7850278,-80.6933611,America/New_York,EAST
KPHL,Philadelphia Intl,Philadelphia,PA,US,39.8720839,-75.2406631,America/New_York,EAST
KPHN,St Clair County Intl,Port Huron,MI,US,42.9109586,-82.5288497,America/Detroit,EAST
KPHP,Philip,Philip,SD,US,44.0487306,-101.5988405,America/Denver,WEST
KPHT,Henry County,Paris,TN,US,36.3359444,-88.3844444,America/Chicago,EAST
KPHX,Phoenix Sky Harbor Intl,Phoenix,AZ,US,33.4342778,-112.0115833,America/Phoenix,WEST
KPIA,General Downing - Peoria Intl,Peoria,IL,US,40.6641944,-89.69325,America/Chicago,EAST
KPIB,Hattiesburg/Laurel Rgnl,Hattiesburg-Laurel,MS,US,31.4671389,-89.3370556,America/Chicago,EAST
KPIE,Clearwater Intl,St Petersburg-Clearwater,FL,US,27.9086336,-82.68651,America/New_York,EAST
KPIH,Pocatello Rgnl,Pocatello,ID,US,42.9097925,-112.5959189,America/Boise,WEST
KPIL,Cameron Co,Port Isabel,TX,US,26.1661944,-97.3458889,America/Chicago,WEST
KPIM,Harris County,Pine Mountain,GA,US,32.8406944,-84.8824444,America/New_York,EAST
KPIR,Pierre Rgnl,Pierre,SD,US,44.3826944,-100.2859722,America/Chicago,WEST
KPIT,Pittsburgh Intl,Pittsburgh,PA,US,40.4914167,-80.2326944,America/New_York,EAST
KPJC,Zelienople Muni,Zelienople,PA,US,40.8027031,-80.1610997,America/New_York,EAST
KPJY,Pinckneyville/Du Quoin,Pinckneyville,IL,US,37.9778842,-89.3604489,America/Chicago,EAST
KPKB,Mid-Ohio Valley Rgnl,Parkersburg,WV,US,39.3449619,-81.4392931,America/New_York,EAST
KPKD,Park Rapids Muni,Park Rapids,MN,US,46.9012038,-95.0731062,America/Chicago,EAST
KPKF,Park Falls Muni,Park Falls,WI,US,45.9550906,-90.4244345,America/Chicago,EAST
KPKV,Calhoun County,Port Lavaca,TX,US,28.6533056,-96.6827222,America/Chicago,WEST
KPLD,Portland Muni,Portland,IN,US,40.4515175,-84.9917178,America/Indiana/Indianapolis,EAST
KPLK,Clark-Taney County,Branson,MO,US,36.6259281,-93.2289229,America/Chicago,WEST
KPLN,Pellston Rgnl,Pellston,MI,US,45.5709167,-84.7967222,America/Detroit,EAST
KPLR,St Clair County,Pell City,AL,US,33.5588333,-86.2490556,America/Chicago,EAST
KPLU,Pierce County,Puyallup,WA,US,47.10392,-122.2872003,America/Los_Angeles,WEST
KPMB,Pembina Muni,Pembina,ND,US,48.9424167,-97.2406667,America/Chicago,WEST
KPMD,Palmdale Regional,Palmdale,CA,US,34.6293889,-118.0845528,America/Los_Angeles,WEST
KPMH,Greater Portsmouth Rgnl,Portsmouth,OH,US,38.8404717,-82.8473094,America/New_York,EAST
KPMP,Pompano Beach Airpark,Pompano Beach,FL,US,26.24736,-80.1111272,America/New_York,EAST
KPMU,Panola County,Batesville,MS,US,34.3635,-89.8928889,America/Chicago,EAST
KPMV,Plattsmouth Muni/Douglas V Duey Fld,Plattsmouth,NE,US,40.9483694,-95.9173542,America/Chicago,WEST
KPMZ,Plymouth Muni,Plymouth,NC,US,35.8107803,-76.75837,America/New_York,EAST
KPNA,Ralph Wenz Fld,Pinedale,WY,US,42.7973889,-109.8110278,America/Denver,WEST
KPNC,Ponca City Rgnl,Ponca City,OK,US,36.7319547,-97.0997822,America/Chicago,WEST
KPNE,Northeast Philadelphia,Philadelphia,PA,US,40.0819383,-75.0105778,America/New_York,EAST
KPNM,Princeton Muni,Princeton,MN,US,45.5598611,-93.6082222,America/Chicago,EAST
KPNN,Princeton Muni,Princeton,ME,US,45.2006597,-67.5643989,America/New_York,EAST
KPNS,Pensacola Intl,Pensacola,FL,US,30.4734167,-87.1866111,America/Chicago,EAST
KPNT,Pontiac Muni,Pontiac,IL,US,40.9244444,-88.6239444,America/Chicago,EAST
KPOC,Brackett Fld,La Verne,CA,US,34.0916667,-117.7817778,America/Los_Angeles,WEST
KPOF,Poplar Bluff Rgnl Business,Poplar Bluff,MO,US,36.7739353,-90.3248528,America/Chicago,WEST
KPOH,Pocahontas Muni,Pocahontas,IA,US,42.7428889,-94.6473611,America/Chicago,WEST
KPOU,Hudson Valley Rgnl,Poughkeepsie,NY,US,41.626585,-73.8841886,America/New_York,EAST
KPOV,Portage County,Ravenna,OH,US,41.210183,-81.251625,America/New_York,EAST
KPOY,Powell Muni,Powell,WY,US,44.8671667,-108.7934167,America/Denver,WEST
KPPA,Perry Lefors Fld,Pampa,TX,US,35.613,-100.99625,America/Chicago,WEST
KPPF,Tri-City,Parsons,KS,US,37.3308136,-95.506175,America/Chicago,WEST
KPPO,La Porte Muni,La Porte,IN,US,41.5724669,-86.7345278,America/Chicago,EAST
KPPQ,Pittsfield Penstone Muni,Pittsfield,IL,US,39.6388901,-90.778559,America/Chicago,WEST
KPQI,N Maine,Presque Isle,ME,US,46.6889639,-68.0447914,America/New_York,EAST
KPQL,Trent Lott Intl,Pascagoula,MS,US,30.4627719,-88.5292286,America/Chicago,EAST
KPQN,Pipestone Muni,Pipestone,MN,US,43.9821367,-96.3004075,America/Chicago,WEST
KPRB,Paso Robles Muni,Paso Robles,CA,US,35.6728889,-120.6270833,America/Los_Angeles,WEST
KPRC,Prescott Rgnl - Ernest a Love Fld,Prescott,AZ,US,34.6548333,-112.4192222,America/Phoenix,WEST
KPRG,Edgar County,Paris,IL,US,39.6996667,-87.6707778,America/Chicago,EAST
KPRN,Mac Crenshaw Meml,Greenville,AL,US,31.8456944,-86.61075,America/Chicago,EAST
KPRO,Perry Muni,Perry,IA,US,41.828,-94.1598333,America/Chicago,WEST
KPRS,Presidio Lely Intl,Presidio,TX,US,29.6342125,-104.3614944,NULL,WEST
KPRX,Cox Fld,Paris,TX,US,33.6366111,-95.45075,America/Chicago,WEST
KPRZ,Portales Muni,Portales,NM,US,34.1454722,-103.4103333,America/Denver,WEST
KPSB,Mid-State,Philipsburg,PA,US,40.8843914,-78.0873417,America/New_York,EAST
KPSC,Tri-Cities,Pasco,WA,US,46.2646817,-119.1190239,America/Los_Angeles,WEST
KPSF,Pittsfield Muni,Pittsfield,MA,US,42.4276201,-73.2908398,America/New_York,EAST
KPSK,New River Valley,Dublin,VA,US,37.1373364,-80.6784794,America/New_York,EAST
KPSM,Portsmouth Intl At Pease,Portsmouth,NH,US,43.0779444,-70.8232778,America/New_York,EAST
KPSN,Palestine Muni,Palestine,TX,US,31.7796944,-95.7063056,America/Chicago,WEST
KPSO,Stevens Field,Pagosa Springs,CO,US,37.2862486,-107.0560089,America/Denver,WEST
KPSP,Palm Springs Intl,Palm Springs,CA,US,33.8296697,-116.5066942,America/Los_Angeles,WEST
KPSX,Palacios Muni,Palacios,TX,US,28.7275,-96.2509444,America/Chicago,WEST
KPTB,Tri Cities Exec/Dinwiddie County,Petersburg,VA,US,37.1843014,-77.5061744,America/New_York,EAST
KPTD,Potsdam Muni/Damon Fld,Potsdam,NY,US,44.6766667,-74.9484444,America/New_York,EAST
KPTK,Oakland County Intl,Pontiac,MI,US,42.6656362,-83.4205056,America/Detroit,EAST
KPTN,Harry P Williams Meml,Patterson,LA,US,29.7095464,-91.3389786,America/Chicago,WEST
KPTS,Atkinson Muni,Pittsburg,KS,US,37.4500556,-94.7312222,America/Chicago,WEST
KPTT,Pratt Rgnl,Pratt,KS,US,37.7025278,-98.747,America/Chicago,WEST
KPTV,Porterville Muni,Porterville,CA,US,36.0295833,-119.0627222,America/Los_Angeles,WEST
KPTW,Heritage Fld,Pottstown,PA,US,40.2395556,-75.5567222,America/New_York,EAST
KPUB,Pueblo Meml,Pueblo,CO,US,38.2899475,-104.4980281,America/Denver,WEST
KPUC,Carbon Co Rgnl,Price,UT,US,39.6138889,-110.7516111,America/Denver,WEST
KPUJ,Paulding Northwest Atlanta,Atlanta,GA,US,33.9120431,-84.9406194,America/New_York,EAST
KPUW,Pullman/Moscow Rgnl,Pullman/Moscow,WA,US,46.7416914,-117.1116192,America/Los_Angeles,WEST
KPVB,Platteville Muni,Platteville,WI,US,42.6893572,-90.4443911,America/Chicago,EAST
KPVC,Provincetown Muni,Provincetown,MA,US,42.0722778,-70.2207222,America/New_York,EAST
KPVD,Rhode Island T. F. Green International Airport,Providence,RI,US,41.7223333,-71.4277222,America/New_York,EAST
KPVE,Beech River Rgnl,Lexington-Parsons,TN,US,35.6563617,-88.1953523,America/Chicago,EAST
KPVF,Placerville,Placerville,CA,US,38.7242275,-120.7533092,America/Los_Angeles,WEST
KPVG,Hampton Roads Exec,Norfolk,VA,US,36.7807648,-76.4512804,America/New_York,EAST
KPVJ,Pauls Valley Muni,Pauls Valley,OK,US,34.7095633,-97.2233458,America/Chicago,WEST
KPVU,Provo Muni,Provo,UT,US,40.21785,-111.72161,America/Denver,WEST
KPVW,Hale County,Plainview,TX,US,34.1681472,-101.7173361,America/Chicago,WEST
KPWA,Wiley Post,Oklahoma City,OK,US,35.5341639,-97.6470528,America/Chicago,WEST
KPWC,Pine River Rgnl,Pine River,MN,US,46.7247878,-94.3816997,America/Chicago,EAST
KPWD,Sher-Wood,Plentywood,MT,US,48.7905156,-104.5237383,America/Denver,WEST
KPWG,Mc Gregor Exec,Waco,TX,US,31.4849167,-97.3165278,America/Chicago,WEST
KPWK,Chicago Exec,Chicago/Prospect Heights/Wheeling,IL,US,42.1142794,-87.9015408,America/Chicago,EAST
KPWM,Portland Intl Jetport,Portland,ME,US,43.6456435,-70.3086164,America/New_York,EAST
KPWT,Bremerton Ntl,Bremerton,WA,US,47.49025,-122.7648056,America/Los_Angeles,WEST
KPXE,Perry-Houston County,Perry,GA,US,32.5105808,-83.7673458,America/New_York,EAST
KPYG,Pageland,Pageland,SC,US,34.7421389,-80.3451944,America/New_York,EAST
KPYM,Plymouth Muni,Plymouth,MA,US,41.9087883,-70.7276281,America/New_York,EAST
KPYN,Piedmont Muni,Piedmont,MO,US,37.1261375,-90.7135286,America/Chicago,WEST
KPYP,Centre-Piedmont-Cherokee County Rgnl,Centre,AL,US,34.0899167,-85.6100833,America/Chicago,EAST
KPYX,Perryton Ochiltree County,Perryton,TX,US,36.4129178,-100.7515764,America/Chicago,WEST
KPZQ,Presque Isle County,Rogers City,MI,US,45.4070833,-83.8128611,America/Detroit,EAST
KRAC,Batten Intl,Racine,WI,US,42.7611803,-87.8139094,America/Chicago,EAST
KRAL,Riverside Muni,Riverside,CA,US,33.9518889,-117.4451111,America/Los_Angeles,WEST
KRAP,Rapid City Rgnl,Rapid City,SD,US,44.0453333,-103.0573611,America/Denver,WEST
KRAS,Mustang Beach,Port Aransas,TX,US,27.8118333,-97.08875,America/Chicago,WEST
KRAW,Warsaw Muni,Warsaw,MO,US,38.3478472,-93.3453875,America/Chicago,WEST
KRBD,Dallas Exec,Dallas,TX,US,32.6813056,-96.8687778,America/Chicago,WEST
KRBE,Rock County,Bassett,NE,US,42.5711258,-99.5695202,America/Chicago,WEST
KRBG,Roseburg Rgnl,Roseburg,OR,US,43.2393353,-123.3558525,America/Los_Angeles,WEST
KRBL,Red Bluff Muni,Red Bluff,CA,US,40.1503056,-122.2521944,America/Los_Angeles,WEST
KRBO,Nueces County,Robstown,TX,US,27.7781389,-97.6901111,America/Chicago,WEST
KRBW,Lowcountry Rgnl,Walterboro,SC,US,32.921,-80.6406111,America/New_York,EAST
KRCE,Clarence E Page Muni,Oklahoma City,OK,US,35.4880833,-97.8235556,America/Chicago,WEST
KRCK,H H Coffield Rgnl,Rockdale,TX,US,30.6313764,-96.9894875,America/Chicago,WEST
KRCM,Skyhaven,Warrensburg,MO,US,38.7841711,-93.8028542,America/Chicago,WEST
KRCP,Rooks County Rgnl,Stockton,KS,US,39.3465833,-99.3046389,America/Chicago,WEST
KRCR,Fulton County,Rochester,IN,US,41.0655475,-86.1817029,America/Indiana/Indianapolis,EAST
KRCV,Astronaut Kent Rominger,Del Norte,CO,US,37.7137838,-106.3520185,America/Denver,WEST
KRCX,Rusk County,Ladysmith,WI,US,45.4965856,-91.0001874,America/Chicago,EAST
KRCZ,Richmond County,Rockingham,NC,US,34.8913033,-79.7595978,America/New_York,EAST
KRDD,Redding Rgnl,Redding,CA,US,40.5089853,-122.2933853,America/Los_Angeles,WEST
KRDG,Reading Rgnl,Reading,PA,US,40.3784986,-75.9652472,America/New_York,EAST
KRDK,Red Oak Muni,Red Oak,IA,US,41.0108333,-95.2588611,America/Chicago,WEST
